Portfolio,Coin Name,Coin Symbol,Exchange,Pair,Type,Amount,Price,Price USD,Fee Percent,Fee Amount,Fee Currency,Date,Notes
Binance Earn,Streamr,DATA,Binance,,Interest Earn,5e-7,,0.055373765,,,,"2/12/2024, 12:00:00 AM",
Binance Earn,Litecoin,LTC,Binance,,Interest Earn,1e-8,,71.3117791,,,,"2/12/2024, 12:00:00 AM",
Binance Earn,Streamr,DATA,Binance,,Received,0.03178012,,0.055373765,,,,"2/11/2024, 6:11:15 PM",
Binance Earn,Litecoin,LTC,Binance,,Received,0.0005896,,71.3117791,,,,"2/11/2024, 6:11:15 PM",
Binance Earn,Manta Network,MANTA,Binance,,Sent,1.9e-7,,2.8259100979999996,,,,"2/11/2024, 3:17:23 AM",
Binance Earn,TRON,TRX,Binance,,Sent,0.08061157,,0.124630371,,,,"2/11/2024, 3:17:13 AM",
Binance Earn,Ethereum,ETH,Binance,,Sent,0.00002303,,2517.38,,,,"2/11/2024, 3:17:02 AM",
Binance Earn,Manta Network,MANTA,Binance,,Received,1.9e-7,,2.8259100979999996,,,,"2/11/2024, 3:05:03 AM",
Binance Earn,Ethereum,ETH,Binance,,Received,0.00002303,,2517.38,,,,"2/11/2024, 3:00:45 AM",
Binance Earn,TRON,TRX,Binance,,Received,0.08061154,,0.124630371,,,,"2/11/2024, 3:00:45 AM",
Binance Earn,Manta Network,MANTA,Binance,,Sent,1.9e-7,,2.8259100979999996,,,,"2/11/2024, 2:51:16 AM",
Binance Earn,TRON,TRX,Binance,,Sent,0.08061154,,0.124630371,,,,"2/11/2024, 2:51:01 AM",
Binance Earn,Ethereum,ETH,Binance,,Sent,0.00002303,,2517.38,,,,"2/11/2024, 2:50:46 AM",
Binance Earn,Streamr,DATA,Binance,,Interest Earn,1e-7,,0.057301319999999996,,,,"2/11/2024, 12:00:00 AM",
Binance Earn,TRON,TRX,Binance,,Interest Earn,3.8e-7,,0.124630371,,,,"2/11/2024, 12:00:00 AM",
Binance Earn,Manta Network,MANTA,Binance,,Received,1.9e-7,,2.8259100979999996,,,,"2/10/2024, 6:15:07 PM",
Binance Earn,TRON,TRX,Binance,,Interest Earn,0.00000299,,0.1234878574,,,,"2/10/2024, 12:00:00 AM",
Binance Earn,Ethereum,ETH,Binance,,Received,0.00002303,,2497.19,,,,"2/9/2024, 6:11:46 PM",
Binance Earn,TRON,TRX,Binance,,Received,0.08060747,,0.1234878574,,,,"2/9/2024, 6:11:46 PM",
Binance Earn,Tether,USDT,Binance,,Sent,0.00980484,,1.0013003,,,,"2/9/2024, 4:21:29 AM",
Binance Earn,Akropolis,AKRO,Binance,,Sent,8e-8,,0.00490863,,,,"2/9/2024, 4:21:14 AM",
Binance Earn,Blur,BLUR,Binance,,Sent,0.01535097,,0.6209075286,,,,"2/9/2024, 3:04:28 AM",
Binance Earn,Akropolis,AKRO,Binance,,Sent,14.54443058,,0.00490863,,,,"2/9/2024, 3:04:15 AM",
Binance Earn,Blur,BLUR,Binance,,Received,0.01535097,,0.6209075286,,,,"2/9/2024, 3:00:36 AM",
Binance Earn,Akropolis,AKRO,Binance,,Received,14.54443033,,0.00490863,,,,"2/9/2024, 3:00:36 AM",
Binance Earn,Tether,USDT,Binance,,Received,0.0098047,,1.0013003,,,,"2/9/2024, 3:00:35 AM",
Binance Earn,Tether,USDT,Binance,,Interest Earn,1.4e-7,,1.0013003,,,,"2/9/2024, 12:00:00 AM",
Binance Earn,TRON,TRX,Binance,,Interest Earn,7.3e-7,,0.12182649540000001,,,,"2/9/2024, 12:00:00 AM",
Binance Earn,Akropolis,AKRO,Binance,,Interest Earn,3.4e-7,,0.00490863,,,,"2/9/2024, 12:00:00 AM",
Binance Earn,COTI,COTI,Binance,,Sent,0.00221779,,0.0674090056,,,,"2/8/2024, 9:12:43 AM",
Binance Earn,Pepe,PEPE,Binance,,Sent,9848.5,,9.6e-7,,,,"2/8/2024, 9:12:29 AM",
Binance Earn,Arbitrum,ARB,Binance,,Sent,0.00502595,,1.8994261249,,,,"2/8/2024, 9:12:15 AM",
Binance Earn,BNB,BNB,Binance,,Sent,0.00003134,,307.42054396,,,,"2/8/2024, 9:12:01 AM",
Binance Earn,Tether,USDT,Binance,,Sent,0.01953319,,0.9999,,,,"2/8/2024, 9:11:27 AM",
Binance Earn,Bitcoin Cash,BCH,Binance,,Sent,0.00004148,,240.67675881000002,,,,"2/8/2024, 9:11:09 AM",
Binance Earn,Litecoin,LTC,Binance,,Sent,0.00031151,,68.65075044,,,,"2/8/2024, 9:10:54 AM",
Binance Earn,TerraClassicUSD,USTC,Binance,,Sent,0.92470752,,0.02583799,,,,"2/8/2024, 9:10:37 AM",
Binance Earn,Arbitrum,ARB,Binance,,Received,0.00502595,,1.8994261249,,,,"2/8/2024, 2:59:41 AM",
Binance Earn,TerraClassicUSD,USTC,Binance,,Received,0.92470703,,0.02583799,,,,"2/8/2024, 2:59:41 AM",
Binance Earn,BNB,BNB,Binance,,Received,0.00003134,,307.42054396,,,,"2/8/2024, 2:59:41 AM",
Binance Earn,COTI,COTI,Binance,,Received,0.00221778,,0.0674090056,,,,"2/8/2024, 2:59:41 AM",
Binance Earn,Pepe,PEPE,Binance,,Received,9848.49,,9.6e-7,,,,"2/8/2024, 2:59:41 AM",
Binance Earn,Litecoin,LTC,Binance,,Received,0.00031151,,68.65075044,,,,"2/8/2024, 2:59:40 AM",
Binance Earn,Tether,USDT,Binance,,Received,0.01953207,,0.9999,,,,"2/8/2024, 2:59:40 AM",
Binance Earn,Bitcoin Cash,BCH,Binance,,Received,0.00004148,,240.67675881000002,,,,"2/8/2024, 2:59:40 AM",
Binance Earn,Bonk,BONK,Binance,,Sent,0.89,,0.00001039,,,,"2/8/2024, 1:26:21 AM",
Binance Earn,COTI,COTI,Binance,,Sent,0.00221778,,0.0674090056,,,,"2/8/2024, 1:26:05 AM",
Binance Earn,Dogecoin,DOGE,Binance,,Sent,0.05180463,,0.0802699343,,,,"2/8/2024, 1:25:51 AM",
Binance Earn,Synthetix Network,SNX,Binance,,Sent,0.00308118,,3.366015477,,,,"2/8/2024, 1:25:35 AM",
Binance Earn,TerraClassicUSD,USTC,Binance,,Interest Earn,4.9e-7,,0.02583799,,,,"2/8/2024, 12:00:00 AM",
Binance Earn,Pepe,PEPE,Binance,,Interest Earn,0.01,,9.6e-7,,,,"2/8/2024, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Interest Earn,0.00000112,,0.9999,,,,"2/8/2024, 12:00:00 AM",
Binance Earn,Dogecoin,DOGE,Binance,,Interest Earn,1e-8,,0.0802699343,,,,"2/8/2024, 12:00:00 AM",
Binance Earn,COTI,COTI,Binance,,Interest Earn,1e-8,,0.0674090056,,,,"2/8/2024, 12:00:00 AM",
Binance Earn,Bonk,BONK,Binance,,Received,0.89,,0.00001039,,,,"2/7/2024, 6:15:50 PM",
Binance Earn,Dogecoin,DOGE,Binance,,Received,0.05180457,,0.0802699343,,,,"2/7/2024, 6:12:23 PM",
Binance Earn,COTI,COTI,Binance,,Received,0.00221777,,0.0674090056,,,,"2/7/2024, 6:12:23 PM",
Binance Earn,Synthetix Network,SNX,Binance,,Received,0.00308118,,3.366015477,,,,"2/7/2024, 6:12:23 PM",
Binance Earn,Bonk,BONK,Binance,,Sent,0.89,,0.00000995,,,,"2/7/2024, 11:14:20 AM",
Binance Earn,COTI,COTI,Binance,,Sent,0.00221777,,0.06852264,,,,"2/7/2024, 11:14:08 AM",
Binance Earn,Nervos Network,CKB,Binance,,Sent,0.21090392,,0.00494481,,,,"2/7/2024, 11:13:57 AM",
Binance Earn,Ethereum,ETH,Binance,,Sent,0.00000252,,2353.27,,,,"2/7/2024, 11:13:46 AM",
Binance Earn,Polygon,MATIC,Binance,,Sent,0.01242267,,0.8054642399999999,,,,"2/7/2024, 11:13:35 AM",
Binance Earn,Dogecoin,DOGE,Binance,,Sent,0.12646322,,0.07886568000000001,,,,"2/7/2024, 11:13:21 AM",
Binance Earn,Tether,USDT,Binance,,Sent,0.00994659,,0.9999,,,,"2/7/2024, 11:13:09 AM",
Binance Earn,Shiba Inu,SHIB,Binance,,Sent,1125.72,,0.00000886,,,,"2/7/2024, 11:12:57 AM",
Binance Earn,Synthetix Network,SNX,Binance,,Sent,0.00308118,,3.2192711999999997,,,,"2/7/2024, 11:12:43 AM",
Binance Earn,TRON,TRX,Binance,,Sent,0.16229988,,0.12109976,,,,"2/7/2024, 11:12:30 AM",
Binance Earn,Litecoin,LTC,Binance,,Sent,0.00087876,,68.26406399999999,,,,"2/7/2024, 11:12:15 AM",
Binance Earn,Bonk,BONK,Binance,,Received,0.89,,0.00000995,,,,"2/7/2024, 3:03:00 AM",
Binance Earn,Synthetix Network,SNX,Binance,,Received,0.00308117,,3.2192711999999997,,,,"2/7/2024, 2:59:35 AM",
Binance Earn,Nervos Network,CKB,Binance,,Received,0.21090348,,0.00494481,,,,"2/7/2024, 2:59:35 AM",
Binance Earn,Dogecoin,DOGE,Binance,,Received,0.12646306,,0.07886568000000001,,,,"2/7/2024, 2:59:34 AM",
Binance Earn,TRON,TRX,Binance,,Received,0.16229731,,0.12109976,,,,"2/7/2024, 2:59:34 AM",
Binance Earn,COTI,COTI,Binance,,Received,0.00221774,,0.06852264,,,,"2/7/2024, 2:59:34 AM",
Binance Earn,Polygon,MATIC,Binance,,Received,0.01242267,,0.8054642399999999,,,,"2/7/2024, 2:59:34 AM",
Binance Earn,Ethereum,ETH,Binance,,Received,0.00000252,,2353.27,,,,"2/7/2024, 2:59:34 AM",
Binance Earn,Litecoin,LTC,Binance,,Received,0.00087876,,68.26406399999999,,,,"2/7/2024, 2:59:34 AM",
Binance Earn,Shiba Inu,SHIB,Binance,,Received,1125.71,,0.00000886,,,,"2/7/2024, 2:59:34 AM",
Binance Earn,Tether,USDT,Binance,,Received,0.00994614,,0.9999,,,,"2/7/2024, 2:59:33 AM",
Binance Earn,BNB,BNB,Binance,,Sent,0.00000403,,302.79249599999997,,,,"2/7/2024, 12:18:48 AM",
Binance Earn,Tether,USDT,Binance,,Interest Earn,4.5e-7,,0.9999,,,,"2/7/2024, 12:00:00 AM",
Binance Earn,TRON,TRX,Binance,,Interest Earn,0.00000257,,0.12109976,,,,"2/7/2024, 12:00:00 AM",
Binance Earn,Shiba Inu,SHIB,Binance,,Interest Earn,0.01,,0.00000886,,,,"2/7/2024, 12:00:00 AM",
Binance Earn,Dogecoin,DOGE,Binance,,Interest Earn,2.1e-7,,0.07886568000000001,,,,"2/7/2024, 12:00:00 AM",
Binance Earn,COTI,COTI,Binance,,Interest Earn,4e-8,,0.06852264,,,,"2/7/2024, 12:00:00 AM",
Binance Earn,Nervos Network,CKB,Binance,,Interest Earn,4.4e-7,,0.00494481,,,,"2/7/2024, 12:00:00 AM",
Binance Earn,Synthetix Network,SNX,Binance,,Interest Earn,1e-8,,3.2192711999999997,,,,"2/7/2024, 12:00:00 AM",
Binance Earn,BNB,BNB,Binance,,Received,0.00000403,,301.2671698,,,,"2/6/2024, 2:59:56 AM",
Binance Earn,Akropolis,AKRO,Binance,,Sent,0.03470297,,0.00494911,,,,"2/5/2024, 10:22:31 PM",
Binance Earn,1inch,1INCH,Binance,,Sent,0.00052301,,0.394201301,,,,"2/5/2024, 10:22:18 PM",
Binance Earn,Terra Luna Classic,LUNC,Binance,,Sent,7.78436324,,0.00011117,,,,"2/5/2024, 10:22:05 PM",
Binance Earn,Terra Luna Classic,LUNC,Binance,,Received,7.78434704,,0.00011117,,,,"2/5/2024, 6:11:33 PM",
Binance Earn,1inch,1INCH,Binance,,Received,0.00052301,,0.394201301,,,,"2/5/2024, 6:11:33 PM",
Binance Earn,Akropolis,AKRO,Binance,,Received,0.03470293,,0.00494911,,,,"2/5/2024, 6:11:33 PM",
Binance Earn,Ethereum,ETH,Binance,,Sent,0.00000611,,2289.78,,,,"2/5/2024, 3:05:58 AM",
Binance Earn,1inch,1INCH,Binance,,Sent,0.02434779,,0.3892075232,,,,"2/5/2024, 3:05:44 AM",
Binance Earn,Arbitrum,ARB,Binance,,Sent,0.00555221,,1.7326973871999998,,,,"2/5/2024, 3:05:31 AM",
Binance Earn,Bonk,BONK,Binance,,Sent,889.82,,0.00001008,,,,"2/5/2024, 3:05:18 AM",
Binance Earn,Sei,SEI,Binance,,Sent,0.0147982,,0.5957344911999999,,,,"2/5/2024, 3:05:02 AM",
Binance Earn,1000SATS (Ordinals),1000SATS,Binance,,Sent,21.26,,0.00041514,,,,"2/5/2024, 3:04:49 AM",
Binance Earn,Akropolis,AKRO,Binance,,Sent,0.03470293,,0.00496482,,,,"2/5/2024, 3:04:35 AM",
Binance Earn,Ethereum,ETH,Binance,,Received,0.00000611,,2289.78,,,,"2/5/2024, 2:59:31 AM",
Binance Earn,Terra Luna Classic,LUNC,Binance,,Interest Earn,0.0000162,,0.00010458,,,,"2/5/2024, 12:00:00 AM",
Binance Earn,Sei,SEI,Binance,,Interest Earn,1e-8,,0.5957344911999999,,,,"2/5/2024, 12:00:00 AM",
Binance Earn,1inch,1INCH,Binance,,Interest Earn,1e-8,,0.3892075232,,,,"2/5/2024, 12:00:00 AM",
Binance Earn,Akropolis,AKRO,Binance,,Interest Earn,8e-8,,0.00496482,,,,"2/5/2024, 12:00:00 AM",
Binance Earn,Bonk,BONK,Binance,,Interest Earn,0.02,,0.00001035,,,,"2/4/2024, 12:00:00 AM",
Binance Earn,Sei,SEI,Binance,,Interest Earn,1e-7,,0.610754354,,,,"2/4/2024, 12:00:00 AM",
Binance Earn,1inch,1INCH,Binance,,Interest Earn,6e-8,,0.40344196060000004,,,,"2/4/2024, 12:00:00 AM",
Binance Earn,Arbitrum,ARB,Binance,,Interest Earn,1e-8,,1.7660263222000003,,,,"2/4/2024, 12:00:00 AM",
Binance Earn,Akropolis,AKRO,Binance,,Interest Earn,2.8e-7,,0.00492918,,,,"2/4/2024, 12:00:00 AM",
Binance Earn,Terra Luna Classic,LUNC,Binance,,Sent,103.78434704,,0.00011391,,,,"2/3/2024, 8:22:21 PM",
Binance Earn,Ethereum,ETH,Binance,,Sent,0.00002197,,2296.5,,,,"2/3/2024, 8:22:01 PM",
Binance Earn,Ethereum,ETH,Binance,,Received,0.00002197,,2296.5,,,,"2/3/2024, 6:10:55 PM",
Binance Earn,Bonk,BONK,Binance,,Received,889.78,,0.00001054,,,,"2/3/2024, 3:03:05 AM",
Binance Earn,1000SATS (Ordinals),1000SATS,Binance,,Received,21.26,,0.0004681,,,,"2/3/2024, 3:03:04 AM",
Binance Earn,Arbitrum,ARB,Binance,,Received,0.0055522,,1.7936635848,,,,"2/3/2024, 2:59:43 AM",
Binance Earn,Akropolis,AKRO,Binance,,Received,0.03470237,,0.00485629,,,,"2/3/2024, 2:59:43 AM",
Binance Earn,Terra Luna Classic,LUNC,Binance,,Received,103.78359254,,0.00009605,,,,"2/3/2024, 2:59:43 AM",
Binance Earn,1inch,1INCH,Binance,,Received,0.02434768,,0.4099679051,,,,"2/3/2024, 2:59:42 AM",
Binance Earn,Sei,SEI,Binance,,Received,0.01479801,,0.6341758532,,,,"2/3/2024, 2:59:42 AM",
Binance Earn,Bonk,BONK,Binance,,Sent,2789.78,,0.00001054,,,,"2/3/2024, 2:28:56 AM",
Binance Earn,Sei,SEI,Binance,,Sent,0.04679801,,0.6341758532,,,,"2/3/2024, 2:28:43 AM",
Binance Earn,Bonk,BONK,Binance,,Interest Earn,0.02,,0.00001054,,,,"2/3/2024, 12:00:00 AM",
Binance Earn,Terra Luna Classic,LUNC,Binance,,Interest Earn,0.0007545,,0.00009605,,,,"2/3/2024, 12:00:00 AM",
Binance Earn,Sei,SEI,Binance,,Interest Earn,1.1e-7,,0.6341758532,,,,"2/3/2024, 12:00:00 AM",
Binance Earn,1inch,1INCH,Binance,,Interest Earn,4e-8,,0.4099679051,,,,"2/3/2024, 12:00:00 AM",
Binance Earn,Akropolis,AKRO,Binance,,Interest Earn,2.4e-7,,0.00485629,,,,"2/3/2024, 12:00:00 AM",
Binance Earn,Bonk,BONK,Binance,,Received,2789.76,,0.00001054,,,,"2/2/2024, 6:13:56 PM",
Binance Earn,Sei,SEI,Binance,,Received,0.04679792,,0.6341758532,,,,"2/2/2024, 6:10:34 PM",
Binance Earn,Bonk,BONK,Binance,,Sent,2789.76,,0.00001054,,,,"2/2/2024, 2:33:14 PM",
Binance Earn,Sei,SEI,Binance,,Sent,0.04679792,,0.6341758532,,,,"2/2/2024, 2:32:58 PM",
Binance Earn,Bonk,BONK,Binance,,Interest Earn,0.06,,0.00001072,,,,"2/2/2024, 12:00:00 AM",
Binance Earn,Sei,SEI,Binance,,Interest Earn,2.3e-7,,0.6427976139999999,,,,"2/2/2024, 12:00:00 AM",
Binance Earn,Bonk,BONK,Binance,,Received,2789.7,,0.00001072,,,,"2/1/2024, 4:23:44 PM",
Binance Earn,Sei,SEI,Binance,,Received,0.04679765,,0.6427976139999999,,,,"2/1/2024, 4:23:14 PM",
Binance Earn,BNB,BNB,Binance,,Sent,0.00035061,,300.40975610000004,,,,"2/1/2024, 9:03:14 AM",
Binance Earn,BNB,BNB,Binance,,Received,0.00035061,,300.40975610000004,,,,"2/1/2024, 3:05:21 AM",
Binance Earn,Bonk,BONK,Binance,,Interest Earn,0.02,,0.00001068,,,,"2/1/2024, 12:00:00 AM",
Binance Earn,Sei,SEI,Binance,,Interest Earn,1e-7,,0.6503057805000001,,,,"2/1/2024, 12:00:00 AM",
Binance Earn,USDC,USDC,Binance,,Sent,0.00563051,,1.001,,,,"1/24/2024, 3:14:11 AM",
Binance Earn,USDC,USDC,Binance,,Received,0.0056305,,1.001,,,,"1/24/2024, 2:59:24 AM",
Binance Earn,USDC,USDC,Binance,,Interest Earn,1e-8,,1.001,,,,"1/24/2024, 12:00:00 AM",
Binance Earn,USDC,USDC,Binance,,Sent,0.00593084,,1,,,,"1/19/2024, 2:13:27 AM",
Binance Earn,USDC,USDC,Binance,,Interest Earn,1.4e-7,,1,,,,"1/19/2024, 12:00:00 AM",
Binance Earn,USDC,USDC,Binance,,Received,0.00593033,,1,,,,"1/18/2024, 6:14:28 PM",
Binance Earn,USDC,USDC,Binance,,Interest Earn,3.7e-7,,1,,,,"1/18/2024, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Sent,0.07593834,,0.99740329,,,,"1/17/2024, 7:19:36 PM",
Binance Earn,Tether,USDT,Binance,,Received,0.07593781,,0.99740329,,,,"1/17/2024, 6:14:35 PM",
Binance Earn,Bitcoin,BTC,Binance,,Sent,2.8e-7,,43137.94,,,,"1/17/2024, 11:31:07 AM",
Binance Earn,Bitcoin,BTC,Binance,,Received,2.8e-7,,43137.94,,,,"1/17/2024, 3:04:03 AM",
Binance Earn,Tether,USDT,Binance,,Interest Earn,5.3e-7,,0.99782689,,,,"1/17/2024, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Sent,0.05312096,,0.99782689,,,,"1/16/2024, 7:01:38 PM",
Binance Earn,BNB,BNB,Binance,,Sent,0.00004103,,315.20892758,,,,"1/16/2024, 7:01:19 PM",
Binance Earn,BNB,BNB,Binance,,Received,0.00004103,,315.20892758,,,,"1/16/2024, 6:13:57 PM",
Binance Earn,Tether,USDT,Binance,,Received,0.05312061,,0.99782689,,,,"1/16/2024, 6:13:55 PM",
Binance Earn,Tether,USDT,Binance,,Sent,0.00343495,,1.000042,,,,"1/16/2024, 6:52:07 AM",
Binance Earn,Bitcoin,BTC,Binance,,Sent,0.00000117,,42524.01,,,,"1/16/2024, 6:51:54 AM",
Binance Earn,Bitcoin,BTC,Binance,,Received,0.00000117,,42524.01,,,,"1/16/2024, 3:04:00 AM",
Binance Earn,Tether,USDT,Binance,,Received,0.00343486,,1.000042,,,,"1/16/2024, 3:03:59 AM",
Binance Earn,Ethereum,ETH,Binance,,Sent,0.00000395,,2538.22,,,,"1/16/2024, 12:40:08 AM",
Binance Earn,Bitcoin,BTC,Binance,,Sent,9.4e-7,,42524.01,,,,"1/16/2024, 12:39:52 AM",
Binance Earn,Tether,USDT,Binance,,Sent,0.00424038,,1.000042,,,,"1/16/2024, 12:39:33 AM",
Binance Earn,Tether,USDT,Binance,,Interest Earn,4.6e-7,,1.000042,,,,"1/16/2024, 12:00:00 AM",
Binance Earn,Bitcoin,BTC,Binance,,Received,9.4e-7,,42524.01,,,,"1/15/2024, 6:15:01 PM",
Binance Earn,Ethereum,ETH,Binance,,Received,0.00000395,,2538.22,,,,"1/15/2024, 6:15:00 PM",
Binance Earn,Tether,USDT,Binance,,Received,0.00424021,,1.000042,,,,"1/15/2024, 6:15:00 PM",
Binance Earn,Tether,USDT,Binance,,Sent,0.00622892,,0.99471523,,,,"1/15/2024, 9:20:22 AM",
Binance Earn,Streamr,DATA,Binance,,Sent,0.15879313,,0.05051024,,,,"1/15/2024, 9:20:09 AM",
Binance Earn,TRON,TRX,Binance,,Sent,0.18641088,,0.11103904,,,,"1/15/2024, 9:19:47 AM",
Binance Earn,Streamr,DATA,Binance,,Received,0.15879255,,0.05051024,,,,"1/15/2024, 3:03:35 AM",
Binance Earn,TRON,TRX,Binance,,Received,0.18640942,,0.11103904,,,,"1/15/2024, 3:03:35 AM",
Binance Earn,Tether,USDT,Binance,,Received,0.0062287,,0.99471523,,,,"1/15/2024, 3:03:35 AM",
Binance Earn,Streamr,DATA,Binance,,Sent,0.15879255,,0.05051024,,,,"1/15/2024, 12:47:47 AM",
Binance Earn,Tether,USDT,Binance,,Sent,0.01028208,,0.99471523,,,,"1/15/2024, 12:47:32 AM",
Binance Earn,TRON,TRX,Binance,,Sent,0.18640942,,0.11103904,,,,"1/15/2024, 12:47:13 AM",
Binance Earn,Streamr,DATA,Binance,,Interest Earn,6.5e-7,,0.05051024,,,,"1/15/2024, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Interest Earn,4.2e-7,,0.99471523,,,,"1/15/2024, 12:00:00 AM",
Binance Earn,TRON,TRX,Binance,,Interest Earn,0.00000164,,0.11103904,,,,"1/15/2024, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Received,0.00000197,,0.99471523,,,,"1/14/2024, 6:13:36 PM",
Binance Earn,Streamr,DATA,Binance,,Interest Earn,0.00000215,,0.05013213660000001,,,,"1/14/2024, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Interest Earn,0.00000142,,1.00027457,,,,"1/14/2024, 12:00:00 AM",
Binance Earn,TRON,TRX,Binance,,Interest Earn,0.00000545,,0.11440410660000001,,,,"1/14/2024, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Received,0.00000197,,1.00027457,,,,"1/13/2024, 6:14:14 PM",
Binance Earn,Streamr,DATA,Binance,,Interest Earn,0.00000194,,0.04878631140000001,,,,"1/13/2024, 12:00:00 AM",
Binance Earn,TRON,TRX,Binance,,Interest Earn,0.00000539,,0.10698752500000001,,,,"1/13/2024, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Interest Earn,0.00000151,,1.00067444,,,,"1/13/2024, 12:00:00 AM",
Binance Earn,Streamr,DATA,Binance,,Interest Earn,0.000002,,0.05190304,,,,"1/12/2024, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Interest Earn,0.00000191,,0.99842112,,,,"1/12/2024, 12:00:00 AM",
Binance Earn,TRON,TRX,Binance,,Interest Earn,0.00000511,,0.10612318000000001,,,,"1/12/2024, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Received,0.01027269,,0.99842112,,,,"1/11/2024, 6:14:50 PM",
Binance Earn,Bonk,BONK,Binance,,Sent,618.95,,0.00001612,,,,"1/11/2024, 5:26:27 AM",
Binance Earn,Bonk,BONK,Binance,,Received,618.95,,0.00001612,,,,"1/11/2024, 3:05:21 AM",
Binance Earn,TRON,TRX,Binance,,Received,0.09328327,,0.1054276214,,,,"1/11/2024, 3:01:35 AM",
Binance Earn,Tether,USDT,Binance,,Sent,0.01822733,,1.00018023,,,,"1/11/2024, 1:18:37 AM",
Binance Earn,Streamr,DATA,Binance,,Interest Earn,0.00000232,,0.051314329,,,,"1/11/2024, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Interest Earn,6.7e-7,,1.00018023,,,,"1/11/2024, 12:00:00 AM",
Binance Earn,TRON,TRX,Binance,,Interest Earn,0.00000479,,0.1054276214,,,,"1/11/2024, 12:00:00 AM",
Binance Earn,Streamr,DATA,Binance,,Received,0.15878347,,0.051314329,,,,"1/10/2024, 6:10:13 PM",
Binance Earn,Tether,USDT,Binance,,Received,0.01822671,,1.00018023,,,,"1/10/2024, 6:10:13 PM",
Binance Earn,TRON,TRX,Binance,,Received,0.09310458,,0.1054276214,,,,"1/10/2024, 6:10:13 PM",
Binance Earn,BNB,BNB,Binance,,Sent,0.00002848,,306.0199984,,,,"1/10/2024, 5:30:50 PM",
Binance Earn,Streamr,DATA,Binance,,Sent,0.15878347,,0.051314329,,,,"1/10/2024, 5:30:03 PM",
Binance Earn,Tether,USDT,Binance,,Sent,0.00800137,,1.00018023,,,,"1/10/2024, 5:23:08 PM",
Binance Earn,TRON,TRX,Binance,,Interest Earn,6.5e-7,,0.10281847620000001,,,,"1/10/2024, 12:00:00 AM",
Binance Earn,Streamr,DATA,Binance,,Interest Earn,0.00000252,,0.0493344258,,,,"1/10/2024, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Interest Earn,0.00000114,,1.000598,,,,"1/10/2024, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Received,0.008,,0.99898354,,,,"1/9/2024, 3:00:28 AM",
Binance Earn,BIDR,BIDR,Binance,,Sent,156.04,,0.00006422,,,,"1/9/2024, 1:04:20 AM",
Binance Earn,BIDR,BIDR,Binance,,Received,156.05,,0.00006422,,,,"1/9/2024, 1:02:24 AM",
Binance Earn,BNB,BNB,Binance,,Received,0.00002848,,300.9561023,,,,"1/9/2024, 1:02:24 AM",
Binance Earn,Streamr,DATA,Binance,,Received,0.15877876,,0.0478900506,,,,"1/9/2024, 1:02:24 AM",
Binance Earn,Streamr,DATA,Binance,,Interest Earn,0.00000279,,0.0478900506,,,,"1/9/2024, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Interest Earn,7.4e-7,,0.99898354,,,,"1/9/2024, 12:00:00 AM",
Binance Earn,Terra Luna Classic,LUNC,Binance,,Sent,1969.467223,,0.00020048,,,,"12/8/2023, 11:57:09 AM",
Binance Earn,Terra Luna Classic,LUNC,Binance,,Interest Earn,0.01168224,,0.00020048,,,,"12/8/2023, 12:00:00 AM",
Binance Earn,Terra Luna Classic,LUNC,Binance,,Interest Earn,0.02392542,,0.00021736,,,,"12/7/2023, 12:00:00 AM",
Binance Earn,Terra Luna Classic,LUNC,Binance,,Interest Earn,0.02431252,,0.00022494,,,,"12/6/2023, 12:00:00 AM",
Binance Earn,Terra Luna Classic,LUNC,Binance,,Received,162.57414034,,0.00025745,,,,"12/5/2023, 7:14:20 AM",
Binance Earn,Terra Luna Classic,LUNC,Binance,,Interest Earn,0.02393502,,0.00025745,,,,"12/5/2023, 12:00:00 AM",
Binance Earn,Terra Luna Classic,LUNC,Binance,,Received,1806.80554842,,0.00025745,,,,"12/4/2023, 8:19:56 PM",
Binance Earn,Terra Luna Classic,LUNC,Binance,,Interest Earn,0.00367904,,0.00019715,,,,"12/4/2023, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Sent,0.01919007,,0.99961002,,,,"11/30/2023, 4:53:09 PM",
Binance Earn,Tether,USDT,Binance,,Sent,0.01,,0.99961002,,,,"11/30/2023, 3:30:08 PM",
Binance Earn,Tether,USDT,Binance,,Received,0.00000319,,0.99922623,,,,"11/30/2023, 7:50:26 AM",
