Portfolio,Coin Name,Coin Symbol,Exchange,Pair,Type,Amount,Price,Price USD,Fee Percent,Fee Amount,Fee Currency,Date,Notes
Binance Earn,Tether,USDT,Binance,,Interest Earn,0.00000239,,0.99922623,,,,"11/30/2023, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Interest Earn,0.00000352,,1.00095656,,,,"11/29/2023, 12:00:00 AM",
Binance Earn,Tether,USDT,Binance,,Received,0.0291786,,0.99931079,,,,"11/28/2023, 7:33:02 AM",
Binance Earn,Tether,USDT,Binance,,Interest Earn,0.00000237,,0.99931079,,,,"11/28/2023, 12:00:00 AM",
Binance Earn,BIDR,BIDR,Binance,USD,Fill,0.01000000000001819,0.00006399,0.00006399,,,,"11/28/2023, 12:00:00 AM","This is a fake transaction created to fill your balance, because Binance API does not send all your transactions"
Binance Earn,Akropolis,AKRO,Binance,USD,Fill,1.0000001120262546e-8,0.00825874,0.00825874,,,,"11/28/2023, 12:00:00 AM","This is a fake transaction created to fill your balance, because Binance API does not send all your transactions"
Binance Earn,TerraClassicUSD,USTC,Binance,USD,Fill,9.999999093668721e-9,0.03147823,0.03147823,,,,"11/28/2023, 12:00:00 AM","This is a fake transaction created to fill your balance, because Binance API does not send all your transactions"
Binance Futures,Ethereum Classic,ETC,Binance,,Roll Out,0.0000177,,35.49932027,,,,"3/5/2024, 8:13:29 AM",ETC TRANSFER -0.0000177
Binance Futures,XRP,XRP,Binance,,Roll In,0.00109642,,0.64928037,,,,"3/5/2024, 8:09:59 AM",XRP TRANSFER 0.00109642
Binance Futures,XRP,XRP,Binance,,Roll Out,0.00006449,,0.64928037,,,,"3/5/2024, 8:06:54 AM",XRP TRANSFER -0.00006449
Binance Futures,XRP,XRP,Binance,,Roll Out,0.00103193,,0.64928037,,,,"3/5/2024, 8:06:36 AM",XRP TRANSFER -0.00103193
Binance Futures,Litecoin,LTC,Binance,,Roll In,0.00000956,,88.76963703,,,,"3/5/2024, 8:04:54 AM",LTC TRANSFER 0.00000956
Binance Futures,Tether,USDT,Binance,,Roll In,0.0000414,,1,,,,"3/5/2024, 8:01:58 AM",USDT TRANSFER 0.0000414
Binance Futures,BNB,BNB,Binance,,Roll Out,1e-7,,414.50554287,,,,"3/4/2024, 1:30:11 AM",BNB TRANSFER -1e-7
Binance Futures,Tether,USDT,Binance,,Roll Out,0.0000414,,1,,,,"3/4/2024, 1:29:55 AM",USDT TRANSFER -0.0000414
Binance Futures,BNB,BNB,Binance,,Roll In,1e-7,,410.99246599,,,,"3/3/2024, 10:46:07 AM",BNB TRANSFER 1e-7
Binance Futures,BNB,BNB,Binance,,Roll In,1e-7,,410.99246599,,,,"3/3/2024, 10:45:52 AM",BNB TRANSFER 1e-7
Binance Futures,Bitcoin Cash,BCH,Binance,,Roll Out,0.00000185,,500.66574576,,,,"3/3/2024, 9:44:39 AM",BCH TRANSFER -0.00000185
Binance Futures,Bitcoin Cash,BCH,Binance,,Roll In,0.0000037,,292.80231467,,,,"2/28/2024, 3:19:28 AM",BCH TRANSFER 0.0000037
Binance Futures,Bitcoin Cash,BCH,Binance,,Roll Out,0.0000037,,292.80231467,,,,"2/27/2024, 8:55:51 PM",BCH TRANSFER -0.0000037
Binance Futures,Bitcoin Cash,BCH,Binance,,Roll In,0.0000037,,274.82374103,,,,"2/27/2024, 4:22:01 AM",BCH TRANSFER 0.0000037
Binance Futures,Bitcoin Cash,BCH,Binance,,Roll Out,0.0000037,,274.82374103,,,,"2/27/2024, 4:21:10 AM",BCH TRANSFER -0.0000037
Binance Futures,BNB,BNB,Binance,,Roll In,0.00001578,,401.50991114,,,,"2/27/2024, 4:14:39 AM",BNB TRANSFER 0.00001578
Binance Futures,USDC,USDC,Binance,,Roll Out,0.01196654,,0.999839,,,,"2/26/2024, 2:20:36 AM",USDC TRANSFER -0.01196654
Binance Futures,XRP,XRP,Binance,,Roll In,0.02212946,,0.5425197,,,,"2/26/2024, 2:18:20 AM",XRP TRANSFER 0.02212946
Binance Futures,XRP,XRP,Binance,,Roll Out,0.03090468,,0.54500466,,,,"2/25/2024, 9:46:10 AM",XRP TRANSFER -0.03090468
Binance Futures,Ethereum,ETH,Binance,,Roll In,0.0000056,,3105.45,,,,"2/25/2024, 9:41:52 AM",ETH TRANSFER 0.0000056
Binance Futures,Ethereum,ETH,Binance,,Roll Out,0.00000612,,3105.45,,,,"2/25/2024, 6:41:08 AM",ETH TRANSFER -0.00000612
Binance Futures,Litecoin,LTC,Binance,,Roll In,0.00027982,,70.40490472,,,,"2/25/2024, 6:38:43 AM",LTC TRANSFER 0.00027982
Binance Futures,BNB,BNB,Binance,,Roll Out,0.00004608,,381.69099679,,,,"2/25/2024, 3:42:49 AM",BNB TRANSFER -0.00004608
Binance Futures,BNB,BNB,Binance,,Roll Out,0.000049,,381.69099679,,,,"2/25/2024, 3:36:19 AM",BNB TRANSFER -0.000049
Binance Futures,BNB,BNB,Binance,,Roll In,0.000049,,381.69099679,,,,"2/25/2024, 3:34:49 AM",BNB TRANSFER 0.000049
Binance Futures,Litecoin,LTC,Binance,,Roll In,0.0002646,,70.40490472,,,,"2/25/2024, 3:04:15 AM",LTC TRANSFER 0.0002646
Binance Futures,Litecoin,LTC,Binance,,Roll Out,0.00006008,,69.65133863,,,,"2/21/2024, 10:06:00 AM",LTC TRANSFER -0.00006008
Binance Futures,Litecoin,LTC,Binance,,Roll In,0.00006008,,69.65133863,,,,"2/21/2024, 4:04:03 AM",LTC TRANSFER 0.00006008
Binance Futures,Bitcoin,BTC,Binance,,Roll Out,0.00000148,,54801,,,,"2/20/2024, 3:51:26 PM",BTC TRANSFER -0.00000148
Binance Futures,Bitcoin,BTC,Binance,,Roll In,0.00000148,,54170.5,,,,"2/18/2024, 11:51:59 AM",BTC TRANSFER 0.00000148
Binance Futures,Litecoin,LTC,Binance,,Roll Out,0.0006599700000000001,,70.55471852,,,,"2/8/2024, 11:09:45 PM",LTC TRANSFER -0.0006599700000000001
Binance Futures,TRON,TRX,Binance,,Roll Out,2.4144529500000003,,0.12189475,,,,"2/8/2024, 11:09:34 PM",TRX TRANSFER -2.4144529500000003
Binance Futures,Ethereum,ETH,Binance,,Roll In,0.00011145,,2544.95,,,,"2/8/2024, 11:06:18 PM",ETH TRANSFER 0.00011145
Binance Futures,Litecoin,LTC,Binance,,Roll In,0.0006599700000000001,,70.55471852,,,,"2/8/2024, 10:47:40 PM",LTC TRANSFER 0.0006599700000000001
Binance Futures,Bitcoin,BTC,Binance,,Roll In,6e-7,,47107.4,,,,"2/8/2024, 10:47:26 PM",BTC TRANSFER 6e-7
Binance Futures,Ethereum,ETH,Binance,,Roll Out,0.00001833,,2389.1,,,,"2/5/2024, 2:59:18 AM",ETH TRANSFER -0.00001833
Binance Futures,Ethereum,ETH,Binance,,Roll In,0.00001833,,2394.13,,,,"2/3/2024, 9:09:51 PM",ETH TRANSFER 0.00001833
Binance Futures,Ethereum,ETH,Binance,,Roll Out,0.00013656,,2379.71,,,,"2/3/2024, 2:27:38 AM",ETH TRANSFER -0.00013656
Binance Futures,BNB,BNB,Binance,,Roll In,0.00104876,,301.39587332,,,,"2/3/2024, 1:38:50 AM",BNB TRANSFER 0.00104876
Binance Futures,Ethereum,ETH,Binance,,Roll Out,0.00008788,,2382.22,,,,"2/1/2024, 5:49:49 PM",ETH TRANSFER -0.00008788
Binance Futures,Ethereum,ETH,Binance,,Roll In,0.00008788,,2382.22,,,,"2/1/2024, 4:17:48 PM",ETH TRANSFER 0.00008788
Binance Futures,BNB,BNB,Binance,,Roll Out,0.000068,,307.69840494,,,,"1/31/2024, 10:56:29 AM",BNB TRANSFER -0.000068
Binance Futures,BNB,BNB,Binance,,Roll In,0.000068,,307.69840494,,,,"1/31/2024, 9:30:49 AM",BNB TRANSFER 0.000068
Binance Futures,BNB,BNB,Binance,,Roll Out,0.00007536,,298.78978372,,,,"1/24/2024, 6:41:44 AM",BNB TRANSFER -0.00007536
Binance Futures,BNB,BNB,Binance,,Roll In,0.00007536,,298.78978372,,,,"1/24/2024, 6:40:58 AM",BNB TRANSFER 0.00007536
Binance Futures,BNB,BNB,Binance,,Roll Out,0.00000136,,318.60349261,,,,"1/22/2024, 9:54:26 AM",BNB TRANSFER -0.00000136
Binance Futures,BNB,BNB,Binance,,Roll In,0.00000136,,318.60349261,,,,"1/22/2024, 9:14:13 AM",BNB TRANSFER 0.00000136
Binance Futures,USDC,USDC,Binance,,Roll Out,0.0296542,,1,,,,"1/20/2024, 12:07:10 AM",USDC TRANSFER -0.0296542
Binance Futures,USDC,USDC,Binance,,Roll In,0.0296542,,1,,,,"1/20/2024, 12:02:25 AM",USDC TRANSFER 0.0296542
Binance Futures,USDC,USDC,Binance,,Roll Out,0.02965165,,1,,,,"1/18/2024, 3:35:10 PM",USDC TRANSFER -0.02965165
Binance Futures,Tether,USDT,Binance,,Roll In,0.0296917,,1,,,,"1/18/2024, 3:39:52 AM",USDT TRANSFER 0.0296917
Binance Futures,Tether,USDT,Binance,,Roll Out,0.031144599999999998,,1,,,,"1/15/2024, 9:22:46 AM",USDT TRANSFER -0.031144599999999998
Binance Futures,Tether,USDT,Binance,,Roll In,0.031144599999999998,,1,,,,"1/15/2024, 9:22:23 AM",USDT TRANSFER 0.031144599999999998
Binance Futures,Tether,USDT,Binance,,Roll Out,0.00023715,,1,,,,"1/15/2024, 9:14:48 AM",USDT TRANSFER -0.00023715
Binance Futures,Ethereum,ETH,Binance,,Roll Out,0.00011065,,2675.52,,,,"1/15/2024, 9:14:30 AM",ETH TRANSFER -0.00011065
Binance Futures,Ethereum,ETH,Binance,,Roll In,0.0000198,,2675.52,,,,"1/15/2024, 9:12:14 AM",ETH TRANSFER 0.0000198
Binance Futures,Tether,USDT,Binance,,Roll In,0.00023715,,1,,,,"1/15/2024, 9:12:01 AM",USDT TRANSFER 0.00023715
Binance Futures,Ethereum,ETH,Binance,,Roll In,0.00009085,,2500.7,,,,"1/10/2024, 12:57:41 PM",ETH TRANSFER 0.00009085
Binance Futures,Tether,USDT,Binance,,Roll Out,0.04,,1,,,,"1/9/2024, 1:07:29 AM",USDT TRANSFER -0.04
Binance Futures,Tether,USDT,Binance,,Roll In,0.04,,1,,,,"1/9/2024, 12:44:00 AM",USDT TRANSFER 0.04
Binance Futures,Tether,USDT,Binance,,Roll Out,0.68119072,,1,,,,"12/10/2023, 11:12:34 AM",USDT TRANSFER -0.68119072
Binance Futures,Tether,USDT,Binance,,Roll In,0.68119072,,1,,,,"12/10/2023, 11:08:48 AM",USDT TRANSFER 0.68119072
Binance Futures,Tether,USDT,Binance,,Roll Out,3.7535205599999992,,1,,,,"12/1/2023, 5:55:47 AM",USDT TRANSFER -3.7535205599999992
Binance Futures,Tether,USDT,Binance,,Roll In,2,,1,,,,"12/1/2023, 5:10:27 AM",USDT TRANSFER 2
Binance Futures,Tether,USDT,Binance,,Roll In,1.75352056,,1,,,,"12/1/2023, 5:04:47 AM",USDT TRANSFER 1.75352056
Binance Futures,BNB,BNB,Binance,USD,Fill,0.00101856,611.2068466429006,611.2068466429006,,,,"12/1/2023, 5:04:47 AM","This is a fake transaction created to fill your balance, because Binance API does not send all your transactions"
Binance Futures,Ethereum,ETH,Binance,USD,Fill,0.00002563000000000001,3992.6109734414263,3992.6109734414263,,,,"12/1/2023, 5:04:47 AM","This is a fake transaction created to fill your balance, because Binance API does not send all your transactions"
Binance Futures,XRP,XRP,Binance,USD,Fill,0.00877522,0.6887767130785962,0.6887767130785962,,,,"12/1/2023, 5:04:47 AM","This is a fake transaction created to fill your balance, because Binance API does not send all your transactions"
Binance Futures,USDC,USDC,Binance,USD,Fill,0.04161819,0.999637,0.999637,,,,"12/1/2023, 5:04:47 AM","This is a fake transaction created to fill your balance, because Binance API does not send all your transactions"
Binance Futures,Tether,USDT,Binance,USD,Fill,0.029691700000000543,0.9987438869999999,0.9987438869999999,,,,"12/1/2023, 5:04:47 AM","This is a fake transaction created to fill your balance, because Binance API does not send all your transactions"
Binance Futures,Bitcoin,BTC,Binance,USD,Fill,6e-7,73416.34936759206,73416.34936759206,,,,"12/1/2023, 5:04:47 AM","This is a fake transaction created to fill your balance, because Binance API does not send all your transactions"
Binance Futures,Litecoin,LTC,Binance,USD,Fill,0.0005539799999999999,96.71809967398892,96.71809967398892,,,,"12/1/2023, 5:04:47 AM","This is a fake transaction created to fill your balance, because Binance API does not send all your transactions"
Binance Futures,Bitcoin Cash,BCH,Binance,USD,Fill,0.00000185,465.50288086950536,465.50288086950536,,,,"12/1/2023, 5:04:47 AM","This is a fake transaction created to fill your balance, because Binance API does not send all your transactions"
Binance Futures,Ethereum Classic,ETC,Binance,USD,Fill,0.0000177,36.62757353278216,36.62757353278216,,,,"12/1/2023, 5:04:47 AM","This is a fake transaction created to fill your balance, because Binance API does not send all your transactions"
Binance Futures,TRON,TRX,Binance,USD,Fill,2.4144529500000003,0.1307459829962799,0.1307459829962799,,,,"12/1/2023, 5:04:47 AM","This is a fake transaction created to fill your balance, because Binance API does not send all your transactions"
